0.228744,0.358095,0.243338,1.16387,-0.411821,-0.0159358,-0.904037,-0.46172,0.360504,0.911653,0.129853,0.810256,-0.14585,-0.283718,1.14954,0.122365,-0.443431,0.68423,-0.495164,0.938372,0.228852,-0.196949,-0.352012,-0.0818149,1.441,0.17296,-1.33428,-1.1126,0.531935,-0.422925,0.547931,0.605696
-1.2448,-0.721958,-0.2312,-1.37861,-0.472854,-1.33657,-0.536217,1.95749,0.295051,-0.834595,-1.19068,-0.0334059,-0.2215,0.46671,-0.801547,-1.26319,0.652092,0.653086,-0.0275051,1.43048,1.21449,0.438703,-2.18982,-0.0152301,2.85887,-1.46783,-0.257851,-0.0907715,1.06335,1.45558,-0.228504,-0.340803
0.962783,-1.10522,0.235439,0.292523,0.228788,-1.22453,0.719244,0.811472,-1.79285,2.07714,-0.372062,0.269924,-1.07561,-0.0727471,0.149845,-0.845477,-0.926762,-0.610231,-0.577177,0.0195548,-1.23927,-1.47944,-0.963696,-0.636759,-0.551212,1.04525,-1.44402,-0.507526,-0.460467,-0.488316,-1.37339,-0.827756
0.119544,-1.2292,0.853322,-0.304977,0.351196,0.629522,0.1777,-1.0483,-1.39298,-0.251055,0.330403,0.48733,-1.0197,0.306052,-1.55403,0.24561,-0.0939334,0.898705,-0.293632,-1.01412,1.25233,0.993466,-1.09386,-0.378653,1.0198,-0.281265,2.46964,-0.828813,-1.01285,-0.531104,0.847591,0.0698645
-0.52235,0.202703,-0.104323,1.11262,-0.193611,-0.594729,-0.603076,-0.275237,1.12983,0.91751,0.385679,-0.51848,0.910044,0.0490832,-0.166642,0.0501986,-0.384595,-1.77003,0.787467,0.126677,-0.43946,-0.207942,0.854364,-1.31821,1.31914,-0.626883,1.19073,1.68714,-0.364503,-1.67696,0.896233,-0.0155502
-0.836417,0.221399,-0.236139,0.282897,-1.01015,-1.28839,1.61591,0.456876,1.9495,-0.0536233,-1.01406,-0.584285,-0.686111,-0.549424,1.22255,-0.176528,1.0317,-1.71683,-0.134794,-0.530686,0.82803,-1.39055,-0.372147,-0.304698,-1.7404,-0.784448,0.015162,-0.595472,-1.22229,-1.18565,-0.190513,-1.56258
-0.840663,-0.700049,1.475,0.891872,-1.17121,1.36667,0.731813,-0.290801,-0.855837,-0.504963,1.20684,0.734947,-1.52917,0.552146,1.24071,0.586416,0.645088,0.00746969,-0.174952,-0.350343,0.224887,0.617121,-0.690583,-0.926856,0.357701,0.222438,-0.444753,-0.396939,-0.416454,0.94145,-1.92296,-0.662042
0.157923,-0.631942,-0.237721,0.968856,-0.259659,-0.333772,-1.27023,0.028992,0.411961,-0.0721879,-0.337479,0.216852,-1.12039,0.0453475,-1.00091,0.422786,0.915788,-1.08505,-0.768252,1.00396,-0.0481013,-0.135227,-0.0684486,0.477185,-1.16175,0.859444,0.991852,0.890239,-0.391758,-1.36603,1.29638,-2.12468
0.708153,-0.784867,-0.496228,-1.15215,-0.533669,-0.623613,-0.0484814,-0.384105,1.7241,0.249069,-0.31402,-0.574237,-1.92103,0.468474,-0.372973,-0.317093,-1.27122,-0.0434371,-0.532672,0.604831,-0.848533,0.670664,-0.392685,-1.51665,1.2569,-0.00426014,0.256244,0.105551,0.0828122,-0.876639,1.87791,-0.0719071
-1.06499,-1.54131,0.62438,-0.0897573,0.703574,-0.086266,0.556306,0.0382084,-2.18561,-0.353584,0.583002,0.487197,1.23116,-1.37494,-0.776228,-0.177316,-0.350077,-1.18503,1.86855,0.112711,0.561967,0.553414,1.32305,-0.284715,0.440517,-0.181797,-1.04492,0.621741,-1.0469,-0.331125,1.20017,1.10834
-1.0047,0.483464,0.0698043,1.96807,0.0664025,1.60138,0.521278,0.791375,0.48961,-0.326962,0.58585,0.686016,0.144916,1.9396,-0.239353,0.251937,0.29114,-0.430939,1.17946,0.465467,0.684721,-0.580065,0.31365,-0.0917881,-0.318806,-1.22823,-0.222485,0.658417,0.716443,1.54856,0.405292,1.27302
1.06433,0.182997,-0.439096,-0.818636,-0.980894,1.54492,-0.678352,0.792608,-0.379166,0.460968,1.13929,-1.00902,-1.23504,0.702593,-0.539068,-0.167191,0.257002,0.564482,-0.670905,0.434348,0.116618,-0.440105,1.55047,-1.34707,0.147208,-0.661633,1.14335,0.328384,0.905974,0.164427,-0.276008,0.89732
-0.67751,-0.0130963,-0.530671,-0.71881,-0.238451,-0.419696,1.11406,0.590288,-0.650113,-1.42873,1.16768,-1.48043,-0.139979,0.510092,1.57635,0.0370391,-2.18832,-0.214535,-1.24171,0.0868379,2.18299,-1.26267,0.798358,0.278613,-0.00412425,1.69969,-0.173673,1.46485,0.181959,-0.62128,-0.475295,0.0784953
-0.737858,-0.12796,3.58077,0.533301,-0.787325,0.0644725,0.0478397,0.188789,-1.1136,-0.0727551,0.279282,1.00174,0.0390886,-0.198541,-0.854363,1.06697,0.150792,-0.605273,-0.592103,-0.950776,-0.220899,-0.52235,0.788676,0.0106138,0.243299,-0.503662,-0.175034,1.70473,-0.458501,0.649139,0.261494,-1.1152
0.6759,-1.08044,0.898832,-2.28347,-0.560482,1.24998,1.36767,0.457144,-0.732184,-1.12045,0.0322453,0.476715,0.133417,-0.94312,-0.841743,1.39634,-0.075992,-1.44138,-2.78602,-0.304067,-0.588573,-0.308509,0.423483,-1.54588,0.504932,1.00372,1.4537,0.264784,1.65277,1.32157,0.364838,1.35861
1.38463,0.0873548,0.0947896,0.897717,1.59934,0.394439,-0.792138,0.794295,0.258314,0.309035,-1.01598,-0.676235,0.489799,0.678395,-0.501775,0.0797749,0.942412,-0.960461,1.00082,0.456732,-1.43299,0.129257,0.863993,-0.661622,0.923773,-1.36953,-0.694653,0.274943,0.0618367,-3.05185,0.197836,-0.559737
0.962721,0.536656,0.240439,1.05779,1.17383,0.972507,1.16973,0.471141,0.494566,-0.10465,-0.407657,-2.4593,0.408422,-0.577891,0.987621,-1.3061,0.982554,0.0571364,-1.26094,0.394207,-0.123254,-2.01174,-0.397103,-1.58125,0.620177,0.00109937,0.392384,1.38088,0.37816,-1.07488,0.969299,-1.87416
