concurrency,latency_ms
1,2.3237080313265324
1,2.3237080313265324
1,2.3237080313265324
1,2.3237080313265324
1,2.3237080313265324
1,2.3237080313265324
1,2.3237080313265324
1,2.3237080313265324
1,1.8957499414682388
1,1.8957499414682388
1,1.8957499414682388
1,1.8957499414682388
1,1.8957499414682388
1,1.8957499414682388
1,1.8957499414682388
1,1.8957499414682388
1,1.6993749886751175
1,1.6993749886751175
1,1.6993749886751175
1,1.6993749886751175
1,1.6993749886751175
1,1.6993749886751175
1,1.6993749886751175
1,1.6993749886751175
1,1.3907919637858868
1,1.3907919637858868
1,1.3907919637858868
1,1.3907919637858868
1,1.3907919637858868
1,1.3907919637858868
1,1.3907919637858868
1,1.3907919637858868
1,1.2335828505456448
1,1.2335828505456448
1,1.2335828505456448
1,1.2335828505456448
1,1.2335828505456448
1,1.2335828505456448
1,1.2335828505456448
1,1.2335828505456448
1,1.393584068864584
1,1.393584068864584
1,1.393584068864584
1,1.393584068864584
1,1.393584068864584
1,1.393584068864584
1,1.393584068864584
1,1.393584068864584
1,1.463416963815689
1,1.463416963815689
1,1.463416963815689
1,1.463416963815689
1,1.463416963815689
1,1.463416963815689
1,1.463416963815689
1,1.463416963815689
1,1.4722500927746296
1,1.4722500927746296
1,1.4722500927746296
1,1.4722500927746296
1,1.4722500927746296
1,1.4722500927746296
1,1.4722500927746296
1,1.4722500927746296
1,1.3608746230602264
1,1.3608746230602264
1,1.3608746230602264
1,1.3608746230602264
1,1.3608746230602264
1,1.3608746230602264
1,1.3608746230602264
1,1.3608746230602264
1,1.2315413914620876
1,1.2315413914620876
1,1.2315413914620876
1,1.2315413914620876
1,1.2315413914620876
1,1.2315413914620876
1,1.2315413914620876
1,1.2315413914620876
1,1.2096250429749489
1,1.2096250429749489
1,1.2096250429749489
1,1.2096250429749489
1,1.2096250429749489
1,1.2096250429749489
1,1.2096250429749489
1,1.2096250429749489
1,1.0748752392828465
1,1.0748752392828465
1,1.0748752392828465
1,1.0748752392828465
1,1.0748752392828465
1,1.0748752392828465
1,1.0748752392828465
1,1.0748752392828465
1,1.4620418660342693
1,1.4620418660342693
1,1.4620418660342693
1,1.4620418660342693
2,1.7895828932523727
2,1.7895828932523727
2,1.7895828932523727
2,1.7895828932523727
2,1.7895828932523727
2,1.7895828932523727
2,1.7895828932523727
2,1.7895828932523727
2,2.2786660119891167
2,2.2786660119891167
2,2.2786660119891167
2,2.2786660119891167
2,2.2786660119891167
2,2.2786660119891167
2,2.2786660119891167
2,2.2786660119891167
2,1.5662088990211487
2,1.5662088990211487
2,1.5662088990211487
2,1.5662088990211487
2,1.5662088990211487
2,1.5662088990211487
2,1.5662088990211487
2,1.5662088990211487
2,1.9261245615780354
2,1.9261245615780354
2,1.9261245615780354
2,1.9261245615780354
2,1.9261245615780354
2,1.9261245615780354
2,1.9261245615780354
2,1.9261245615780354
2,2.0339172333478928
2,2.0339172333478928
2,2.0339172333478928
2,2.0339172333478928
2,2.0339172333478928
2,2.0339172333478928
2,2.0339172333478928
2,2.0339172333478928
2,1.727541908621788
2,1.727541908621788
2,1.727541908621788
2,1.727541908621788
2,1.727541908621788
2,1.727541908621788
2,1.727541908621788
2,1.727541908621788
2,1.6079158522188663
2,1.6079158522188663
2,1.6079158522188663
2,1.6079158522188663
2,1.6079158522188663
2,1.6079158522188663
2,1.6079158522188663
2,1.6079158522188663
2,1.6582077369093895
2,1.6582077369093895
2,1.6582077369093895
2,1.6582077369093895
2,1.6582077369093895
2,1.6582077369093895
2,1.6582077369093895
2,1.6582077369093895
2,1.5276670455932617
2,1.5276670455932617
2,1.5276670455932617
2,1.5276670455932617
2,1.5276670455932617
2,1.5276670455932617
2,1.5276670455932617
2,1.5276670455932617
2,1.7888331785798073
2,1.7888331785798073
2,1.7888331785798073
2,1.7888331785798073
2,1.7888331785798073
2,1.7888331785798073
2,1.7888331785798073
2,1.7888331785798073
2,2.147415652871132
2,2.147415652871132
2,2.147415652871132
2,2.147415652871132
2,2.147415652871132
2,2.147415652871132
2,2.147415652871132
2,2.147415652871132
2,1.7461669631302357
2,1.7461669631302357
2,1.7461669631302357
2,1.7461669631302357
2,1.7461669631302357
2,1.7461669631302357
2,1.7461669631302357
2,1.7461669631302357
2,1.123666763305664
2,1.123666763305664
2,1.123666763305664
2,1.123666763305664
