-0.516964,1.22192,0.721333,0.869636,1.61822,1.58856,-1.18831,-0.187125,-0.687744,-0.06342,0.849739,-0.385892,0.297398,-1.05039,1.32076,0.957779,-1.17469,0.435903,-1.55086,0.884557,0.0114266,-0.227519,-0.05445,-0.381592,-1.84862,0.219374,1.63442,-1.46325,-0.641899,-1.28357,-0.0940366,-0.876347,1.28242,0.532373,-1.23327,-0.482664,0.0108072,0.366882,2.40091,-0.863494,0.954368,1.60008,-1.26013,-0.189323,0.493696,0.0671027,1.21292,-0.450653,-0.299507,-0.200332,0.780412,-1.09702,-0.606102,1.85599,-0.939128,0.273311,-0.0184397,1.27388,0.787191,-0.209508,-0.574593,-0.756923,0.760755,1.19533
-1.76639,-0.702133,0.100309,-1.45984,1.52588,2.21157,1.4996,-0.273863,0.619165,-0.147712,0.66358,1.54048,0.560455,-0.230438,-0.83715,0.143308,-1.40409,0.0962221,-0.459399,0.906159,-0.64203,1.42637,-1.7264,0.29969,1.20096,0.316924,-0.0962326,0.312557,-1.52287,0.744069,0.331807,-1.74079,-0.761306,-0.431937,0.430583,-0.476942,0.236685,-0.037236,1.36904,-0.528609,-0.924377,-0.633604,0.534786,-0.510538,1.01381,1.03579,0.680938,0.862818,1.36959,0.534971,-1.28402,1.37059,2.12795,-0.872411,-0.279397,-0.66848,-0.587856,-0.173999,-1.2295,1.09826,-1.23919,1.17614,1.56028,0.620412
0.83306,-1.3643,0.974356,0.154109,-0.551192,-2.32246,0.467703,0.765261,0.937918,0.797454,0.353845,-1.52455,0.835356,-0.752009,-0.00783581,-0.580407,0.198823,1.84247,-0.177003,-0.950518,-0.41648,-0.0532367,-0.193485,-0.147186,2.22926,-0.402507,-1.83131,0.624189,0.0848297,1.93516,-1.44238,0.600739,-2.33245,1.03694,0.644366,-0.748724,-0.730247,0.170669,-1.09445,1.01396,0.640967,0.185495,0.915663,-0.60733,0.273949,-0.81013,1.07041,-0.125251,0.636682,-0.590321,-1.27135,-0.338657,0.441818,-1.97262,0.203475,-0.250116,0.777768,-0.282175,-0.276964,0.619115,-0.550712,-0.321811,-1.21706,0.66068
1.08137,-0.501321,0.782768,-0.423615,0.976766,3.09821,-2.62748,-0.482618,-1.02882,0.712442,-0.585964,-0.355443,-0.758313,-1.1949,-0.680652,-1.08273,0.892409,2.7594,1.61676,-0.765812,-0.181588,-0.579381,-1.06095,0.839059,-0.0239926,1.85097,-0.453862,-0.802122,0.0666881,0.290099,0.0790891,-2.62631,-1.28549,-0.899732,0.738912,0.24316,-1.1093,0.769687,-1.15908,0.100972,-0.592547,-2.93355,0.30299,0.0329992,-1.45929,0.524419,0.238406,-0.580515,1.31163,-0.653487,-0.790268,-0.776646,0.631846,0.839281,-2.22966,-0.500839,1.6669,-1.26301,0.150914,1.33485,0.248385,-0.258741,-2.02268,0.0925318
-0.932414,0.582423,0.895119,-1.71397,0.687452,-1.08311,0.0540366,1.38297,-1.1994,-0.663646,0.264531,-0.73584,1.61163,-0.864555,-2.39787,0.375804,-0.836707,0.405544,-0.842457,1.24681,-0.290194,-0.218421,0.792476,0.0773418,0.715116,0.371041,-0.750952,-0.842135,0.501313,-1.01853,2.81447,0.848197,0.210206,-1.69559,0.927032,0.136047,0.490991,-1.14831,-0.914218,-1.25588,-0.999085,1.3275,0.475067,0.728848,0.923974,-0.227939,0.247007,0.342231,0.395746,0.977801,-0.533798,0.45014,0.698978,0.296369,1.83115,1.38824,-0.859901,-0.493431,2.90047,-0.85622,1.85539,-0.498674,-0.520575,-0.611847
-1.60348,-0.0372645,-0.534548,-0.9833,1.33767,-0.72465,0.780146,1.27304,0.737819,0.466789,1.06171,-1.29294,2.29453,1.42896,-0.910212,0.0197445,-1.37012,1.41205,-0.842564,-0.89546,-1.47543,0.517939,-2.45911,-0.304976,1.98103,-0.991063,1.14605,-0.582803,0.0404194,2.22404,0.824935,1.81202,-0.0231235,1.12543,-0.679175,-0.601303,1.79987,-0.00652646,-1.6709,0.5488,0.125753,-0.394529,0.703966,-0.0480364,-0.707689,1.35017,0.533274,-0.210723,-2.11664,1.55515,0.472528,0.0732023,-1.09701,-1.03698,-0.449622,-1.20949,0.694358,-0.457831,-1.99504,-0.160408,-1.0959,-0.422147,1.13539,-2.105
0.19698,0.432101,0.119879,-0.735045,-0.12605,-0.0910841,1.04988,1.56233,-0.611918,-0.417963,0.168178,-1.87825,0.771053,-0.362566,0.462369,0.669581,0.415856,-0.767011,1.0243,1.05681,-2.05355,0.771967,-1.05168,-1.03681,1.29517,-0.335844,0.765553,-0.601834,0.984943,0.299218,0.00462009,-0.201553,0.027684,2.33507,0.554296,-0.568104,0.203803,-0.583097,1.58339,-0.809199,-0.0226482,-0.066039,-1.86741,1.1837,-0.877359,-0.13295,0.817047,1.79552,-0.190753,-0.0706387,-0.12011,-1.20437,0.0320748,0.362413,-0.501923,0.796962,0.266188,1.05617,0.90369,-0.551106,-2.15296,0.571043,-0.801678,-0.372634
0.0877,1.29271,0.898355,-0.76015,2.1918,-0.762194,0.862115,-2.43738,0.378332,1.85755,0.359812,-0.946847,0.403193,-0.654933,0.13908,1.831,-0.0920075,-0.238502,1.29907,-0.445273,-1.65207,-0.479249,-0.402146,1.60811,-0.248863,-0.147082,1.19826,-0.255663,1.12498,1.08207,-0.129517,-0.62848,-1.18568,-0.19895,-0.791496,-0.82463,0.107801,-0.889371,0.578937,-0.855565,0.191257,0.518877,-1.36984,0.86069,0.612559,0.0224846,1.25088,0.826104,1.72277,-2.03886,0.715429,1.47311,-0.101899,-0.573225,-1.56106,0.408643,-0.425684,-1.0089,0.328211,-0.483491,-0.155449,-0.0638307,0.548022,-0.873652
-0.0195509,-0.365519,-0.331729,0.217238,-0.0381395,1.39615,-0.367161,-2.12721,-1.28781,-0.139209,-0.85374,1.93305,-0.121174,-0.539568,0.13685,0.53056,0.294576,0.84317,0.178458,0.614574,4.25313,1.41017,1.14583,0.126567,1.10983,1.28656,-1.10043,0.378224,0.160732,0.501375,1.13295,1.80166,0.765653,1.7973,-1.92028,1.25981,0.34345,-0.890453,-0.181375,1.35206,0.185638,1.30485,0.562008,0.160328,-0.415882,1.17,0.326736,0.107321,-0.84504,-0.627898,-0.810903,-0.249312,-0.788263,0.229845,1.25855,-1.12403,-0.569117,0.206674,-1.55561,-0.984832,0.883121,0.465057,0.772031,-0.587503
-1.821,-0.0330779,-0.70502,0.356152,1.3248,-1.02128,0.173362,0.587069,1.57671,-0.550368,-1.75426,0.386093,-1.24746,-0.295965,1.56091,0.426768,1.31473,0.325322,-0.236607,-1.00811,-0.692214,-1.35208,1.42656,0.415684,-0.375557,0.866057,0.737694,0.10595,0.558962,-0.407671,-0.715898,1.81323,0.873191,0.835035,0.781781,-0.803959,-0.823534,-0.253718,0.920044,0.0784561,3.50093,-2.29211,1.15585,-0.390818,-1.04073,-1.17037,-0.138985,-0.560108,-0.710846,-0.252353,-0.097814,0.247288,0.340671,0.133805,0.6422,-0.024911,2.75432,-0.261576,0.221252,-0.699341,-0.110555,-0.875561,-1.57584,0.780654
